# Dynamic Analysis - Mode: CUSTOM
# Experiment Name: multi_rpm_6.5%_600K_PEG
"# Test RPMs (global fallback): [10.0, 12.0, 15.0]"
# Timestamp: 20260525_111654
"# Cell numbering: Row 1 = cells 1-6, Row 2 = cells 7-12, Row 3 = cells 13-18"
# Feedback Control: ENABLED
"# Feedback R2 Thresholds: Drag = 0.975, CV = 0.975, Slope = 0.975, Confidence = 0.8"
"# Confidence Weights: 2nd-Deriv(Drag/CV/Slope) = 0.2/0.2/0.2, R2(Drag/CV/Slope) = 0.2/0.2/0.2"
# Low-torque liquid-contact hunt: skip Z-rows when first sample at elapsed >= 5.0s is < 25.00% (regular runs only); skipped rows use <25% and SKIPPED metrics
# Predicted Viscosity Results
"# Cell,Cell_Label,RPM,Viscosity_kCp,a,b,n_points_used,fit_success"
"# 1,,10.0,10.422052010947436,4.472983695685595,-1.0839303075887903,17,True"
"# 1,,12.0,10.169910034883332,4.3647682553147344,-1.1139820226576136,17,True"
"# 1,,15.0,9.808105372841144,4.2094872844811775,-1.1321815483677635,17,True"

row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,CV,R_2,Trend_Slope,Second_derivative,Second_derivative_drag,Second_derivative_cv,Second_derivative_slope,R_2_drag,R_2_cv,R_2_slope,Hit_2nd_Deriv_Drag,Hit_2nd_Deriv_CV,Hit_2nd_Deriv_Slope,Hit_R_2_Drag,Hit_R_2_CV,Hit_R_2_Slope,Samples_Collected_At_Z,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
1,1,,-65.740,10.0,20.07,29.590,2.959000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,4,0.000000,False,insufficient_data
1,1,,-65.740,12.0,15.02,34.100,2.841667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.740,15.0,25.03,40.680,2.712000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,,-65.760,10.0,15.02,30.710,3.071000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.760,12.0,15.02,35.260,2.938333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.760,15.0,15.02,41.340,2.756000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.780,10.0,15.03,31.300,3.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.780,12.0,15.02,35.960,2.996667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.780,15.0,15.01,42.240,2.816000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.800,10.0,15.02,31.880,3.188000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.800,12.0,15.02,36.540,3.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.800,15.0,15.02,42.840,2.856000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.820,10.0,15.03,32.270,3.227000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.820,12.0,15.02,37.000,3.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.820,15.0,15.03,43.460,2.897333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.840,10.0,15.03,32.830,3.283000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.840,12.0,15.02,37.600,3.133333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.840,15.0,15.02,44.120,2.941333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.860,10.0,15.02,33.280,3.328000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.860,12.0,15.02,38.130,3.177500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.860,15.0,15.02,44.720,2.981333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,,-65.880,10.0,15.02,33.830,3.383000,0.000000,0.997076,-2.455000,25.000000,25.000000,3.422295,0.000000,0.997076,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,,-65.880,12.0,15.02,38.720,3.226667,0.000000,0.998387,-2.287500,12.500000,12.500000,4.109585,0.000000,0.998387,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,,-65.880,15.0,15.02,45.400,3.026667,0.000000,0.999695,-2.126667,13.333333,13.333333,5.822646,0.000000,0.999695,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,,-65.900,10.0,15.02,34.300,3.430000,0.648074,0.998939,-2.530000,-20.000000,-20.000000,1.604292,-187.500000,0.998939,0.648074,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R²=0.6481)
1,1,,-65.900,12.0,15.02,39.260,3.271667,0.616721,0.999648,-2.350000,-10.416667,-10.416667,0.521331,-156.250000,0.999648,0.616721,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R²=0.6167)
1,1,,-65.900,15.0,15.02,46.020,3.068000,0.808907,0.999727,-2.133333,-10.000000,-10.000000,-0.966381,-16.666667,0.999727,0.808907,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R²=0.8089)
1,1,,-65.920,10.0,15.02,34.860,3.486000,0.550795,0.998777,-2.540000,22.500000,22.500000,-1.384471,-25.000000,0.998777,0.550795,0.807873,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.5508); hit_r2_slope (R²=0.8079)
1,1,,-65.920,12.0,15.02,39.880,3.323333,0.372255,0.999361,-2.370833,16.666667,16.666667,-0.935387,-52.083333,0.999361,0.372255,0.864286,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.3723); hit_r2_slope (R²=0.8643)
1,1,,-65.920,15.0,15.01,46.710,3.114000,0.559123,0.999505,-2.160000,11.666667,11.666667,0.474293,-66.666667,0.999505,0.559123,0.703488,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.5591); hit_r2_slope (R²=0.7035)
1,1,,-65.940,10.0,15.01,35.370,3.537000,0.001509,0.999459,-2.605000,-12.500000,-12.500000,1.144779,-162.500000,0.999459,0.001509,0.636816,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.0015); hit_r2_slope (R²=0.6368)
1,1,,-65.940,12.0,15.02,40.450,3.370833,0.615283,0.999679,-2.416667,-10.416667,-10.416667,0.541610,-114.583333,0.999679,0.615283,0.801522,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.6153); hit_r2_slope (R²=0.8015)
1,1,,-65.940,15.0,15.02,47.360,3.157333,0.330133,0.999800,-2.196667,-6.666667,-6.666667,0.222394,-91.666667,0.999800,0.330133,0.867213,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.3301); hit_r2_slope (R²=0.8672)
1,1,,-65.960,10.0,15.01,35.940,3.594000,0.344687,0.999075,-2.645000,15.000000,15.000000,-0.532275,-100.000000,0.999075,0.344687,0.897094,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.3447); hit_r2_slope (R²=0.8971)
1,1,,-65.960,12.0,15.02,41.120,3.426667,0.675806,0.998800,-2.495833,20.833333,20.833333,0.697307,-197.916667,0.998800,0.675806,0.838490,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.6758); hit_r2_slope (R²=0.8385)
1,1,,-65.960,15.0,15.01,48.100,3.206667,0.012149,0.999182,-2.246667,15.000000,15.000000,0.291817,-125.000000,0.999182,0.012149,0.868110,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.0121); hit_r2_slope (R²=0.8681)
1,1,,-65.980,10.0,15.01,36.500,3.650000,0.469857,0.999707,-2.740000,-2.500000,-2.500000,1.068897,-237.500000,0.999707,0.469857,0.788998,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.4699); hit_r2_slope (R²=0.7890)
1,1,,-65.980,12.0,15.02,41.730,3.477500,0.744693,0.999518,-2.575000,-12.500000,-12.500000,-0.074354,-197.916667,0.999518,0.744693,0.892857,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.7447); hit_r2_slope (R²=0.8929)
1,1,,-65.980,15.0,15.01,48.850,3.256667,0.670711,0.999190,-2.350000,1.666667,1.666667,1.151174,-258.333333,0.999190,0.670711,0.811525,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.6707); hit_r2_slope (R²=0.8115)
1,1,,-66.000,10.0,15.01,37.180,3.718000,0.828154,0.997391,-2.885000,30.000000,30.000000,0.968327,-362.500000,0.997391,0.828154,0.854991,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.8282); hit_r2_slope (R²=0.8550)
1,1,,-66.000,12.0,15.02,42.460,3.538333,0.947240,0.998430,-2.683333,25.000000,25.000000,0.575009,-270.833333,0.998430,0.947240,0.867733,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9472); hit_r2_slope (R²=0.8677)
1,1,,-66.000,15.0,15.02,49.650,3.310000,0.876743,0.998671,-2.456667,8.333333,8.333333,0.002233,-266.666667,0.998671,0.876743,0.891142,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.8767); hit_r2_slope (R²=0.8911)
1,1,,-66.020,10.0,15.03,37.760,3.776000,0.915727,0.998908,-3.010000,-25.000000,-25.000000,-0.564012,-312.500000,0.998908,0.915727,0.898382,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9157); hit_r2_slope (R²=0.8984)
1,1,,-66.020,12.0,15.02,43.110,3.592500,0.992367,0.999423,-2.775000,-16.666667,-16.666667,-0.447181,-229.166667,0.999423,0.992367,0.898792,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8988)
1,1,,-66.020,15.0,15.02,50.390,3.359333,0.972967,0.999829,-2.536667,-10.000000,-10.000000,-0.682452,-200.000000,0.999829,0.972967,0.900000,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9730); hit_r2_slope (R²=0.9000)
1,1,,-66.040,10.0,15.02,38.440,3.844000,0.992373,0.998990,-3.130000,25.000000,25.000000,-0.156580,-300.000000,0.998990,0.992373,0.894784,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8948)
1,1,,-66.040,12.0,15.02,43.890,3.657500,0.995144,0.998490,-2.883333,27.083333,27.083333,0.300212,-270.833333,0.998490,0.995144,0.881712,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8817)
1,1,,-66.040,15.0,15.03,51.260,3.417333,0.980592,0.999314,-2.620000,21.666667,21.666667,0.040105,-208.333333,0.999314,0.980592,0.890618,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8906)
1,1,,-66.060,10.0,15.02,39.070,3.907000,0.945873,0.999512,-3.200000,-12.500000,-12.500000,-1.011576,-175.000000,0.999512,0.945873,0.895415,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9459); hit_r2_slope (R²=0.8954)
1,1,,-66.060,12.0,15.01,44.580,3.715000,0.991383,0.999444,-2.970833,-18.750000,-18.750000,-0.509565,-218.750000,0.999444,0.991383,0.899550,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8996)
1,1,,-66.060,15.0,15.02,52.040,3.469333,0.914151,0.999519,-2.663333,-15.000000,-15.000000,-0.898728,-108.333333,0.999519,0.914151,0.890761,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9142); hit_r2_slope (R²=0.8908)
1,1,,-66.080,10.0,15.01,39.820,3.982000,0.941128,0.998274,-3.295000,30.000000,30.000000,0.442910,-237.500000,0.998274,0.941128,0.868621,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R²=0.9411); hit_r2_slope (R²=0.8686)
1,1,,-66.080,12.0,15.02,45.400,3.783333,0.991408,0.998663,-3.062500,27.083333,27.083333,0.049409,-229.166667,0.998663,0.991408,0.890280,False,False,False,False,False,True,3,0.200000,False,hit_r2_slope (R²=0.8903)
