# Dynamic Analysis - Mode: CUSTOM
# Experiment Name: sepineo_and_solagum
# Test RPMs (global fallback): [0.8]
"# Per-cell RPM overrides: {1: [90.0], 2: [7.0], 3: [15.0], 4: [12.0], 5: [0.8], 7: [23.0], 8: [2.9], 9: [1.0], 10: [95.0], 11: [1.4], 12: [0.4]}"
"# Per-cell sample labels: {1: '300K5%_0.577', 2: '300K10%_7.158', 3: '600K5%_3.254', 4: '600K6.5%_4.109', 5: '600K_10%_64.25', 7: '1%sep_2.148', 8: '1.5%sep_17.24', 9: '2%sep_50.11', 10: '1%sola_0.522', 11: '2%sola_35.86', 12: '3%sola_130.7'}"
# Timestamp: 20260528_133810
"# Cell numbering: Row 1 = cells 1-6, Row 2 = cells 7-12, Row 3 = cells 13-18"
# Feedback Control: ENABLED
"# Feedback R2 Thresholds: Drag = 0.975, CV = 0.975, Slope = 0.975, Confidence = 0.8"
"# Confidence Weights: 2nd-Deriv(Drag/CV/Slope) = 0.2/0.2/0.2, R2(Drag/CV/Slope) = 0.2/0.2/0.2"
# Low-torque liquid-contact hunt: skip Z-rows when first sample at elapsed >= 5.0s is < 25.00% (regular runs only); skipped rows use <25% and SKIPPED metrics
# Viscosity prediction mode: Non-Newtonian
# Predicted Viscosity Results
"# Cell,Cell_Label,RPM,Viscosity_kCp,a,b,flow_index,n_points_used,fit_success"
"# 7,1%sep_2.148,23.0,27.255257198335507,11.697535278255582,-3.2702000718733673,1.4173198442602541,21,True"
"# 8,1.5%sep_17.24,2.9,1922.5507926789853,825.12909557038,-6.565990320072397,1.9999999999999998,25,True"
"# 9,2%sep_50.11,1.0,6823.864553742171,2928.6972333657386,-6.6835506028969505,1.999999999999997,24,True"
"# 10,1%sola_0.522,95.0,2.5482989249459713,1.0936905257278846,-2.1929941908177097,0.9539747698935235,22,True"
"# 11,2%sola_35.86,1.4,4574.040715281479,1963.1076031250982,-7.266097435676088,1.9999999999999998,22,True"
"# 12,3%sola_130.7,0.4,34651.110349477385,14871.721180033213,-9.55761833462789,1.9999999899079293,23,True"

row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,Cell_Termination_Method,CV,R_2,Trend_Slope,Second_derivative,Second_derivative_drag,Second_derivative_cv,Second_derivative_slope,R_2_drag,R_2_cv,R_2_slope,Hit_2nd_Deriv_Drag,Hit_2nd_Deriv_CV,Hit_2nd_Deriv_Slope,Hit_R_2_Drag,Hit_R_2_CV,Hit_R_2_Slope,Samples_Collected_At_Z,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
2,7,1%sep_2.148,-65.700,23.0,15.03,39.660,1.724348,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.720,23.0,15.03,40.360,1.754783,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.740,23.0,15.02,40.350,1.754348,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.760,23.0,15.02,41.070,1.785652,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.780,23.0,15.02,41.430,1.801304,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.800,23.0,15.03,41.940,1.823478,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.820,23.0,15.02,42.240,1.836522,normal,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
2,7,1%sep_2.148,-65.840,23.0,15.02,42.580,1.851304,normal,0.000000,0.992564,-0.832609,4.347826,4.347826,-10.223609,0.000000,0.992564,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
2,7,1%sep_2.148,-65.860,23.0,15.02,42.850,1.863043,normal,0.640865,0.985643,-0.756522,-7.608696,-7.608696,4.545010,190.217391,0.985643,0.640865,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R^2=0.6409)
2,7,1%sep_2.148,-65.880,23.0,15.03,43.140,1.875652,normal,0.863980,0.998688,-0.654348,2.173913,2.173913,-1.220604,255.434783,0.998688,0.863980,0.869740,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.8640); hit_r2_slope (R^2=0.8697)
2,7,1%sep_2.148,-65.900,23.0,15.02,43.600,1.895652,normal,0.803986,0.990207,-0.713043,18.478261,18.478261,6.484137,-146.739130,0.990207,0.803986,0.341130,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.8040); hit_r2_slope (R^2=0.3411)
2,7,1%sep_2.148,-65.920,23.0,15.02,44.100,1.917391,normal,0.056495,0.979869,-0.823913,4.347826,4.347826,1.969872,-277.173913,0.979869,0.056495,0.825421,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.0565); hit_r2_slope (R^2=0.8254)
2,7,1%sep_2.148,-65.940,23.0,15.02,44.390,1.930000,normal,0.449495,0.991038,-0.878261,-22.826087,-22.826087,-2.518775,-135.869565,0.991038,0.449495,0.887895,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.4495); hit_r2_slope (R^2=0.8879)
2,7,1%sep_2.148,-65.960,23.0,15.02,44.760,1.946087,normal,0.878068,0.990734,-0.876087,8.695652,8.695652,-1.961874,5.434783,0.990734,0.878068,0.729201,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.8781); hit_r2_slope (R^2=0.7292)
2,7,1%sep_2.148,-65.980,23.0,15.02,45.090,1.960435,normal,0.110570,0.992420,-0.791304,-4.347826,-4.347826,-3.070142,211.956522,0.992420,0.110570,0.525216,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.1106); hit_r2_slope (R^2=0.5252)
2,7,1%sep_2.148,-66.000,23.0,15.03,45.410,1.974348,normal,0.632227,0.998949,-0.721739,-1.086957,-1.086957,0.572030,173.913043,0.998949,0.632227,0.899336,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.6322); hit_r2_slope (R^2=0.8993)
