# Dynamic Analysis - Mode: CUSTOM (PARTIAL RESULTS)
# Experiment Name: Full Run
# Test RPMs (global fallback): [0.8]
"# Per-cell RPM overrides: {1: [45.0], 2: [43.0], 3: [15.0], 4: [8.0], 5: [9.0], 6: [5.6], 7: [4.2], 8: [3.5], 9: [2.6], 10: [2.2], 11: [1.7], 12: [1.2], 13: [1.0], 14: [0.8], 15: [0.8], 16: [0.7], 17: [0.5], 18: [0.4]}"
"# Per-cell sample labels: {1: '1kcP_bluesil', 2: '1kcP_siltech', 3: '2kcP_sdl5', 4: '4kcP_sdl5', 5: '5kcP_bluesil', 6: '8kcP_sdl5', 7: '10kcP_siltech', 8: '12.5kcp_bluesil', 9: '15kcP_sdl5', 10: '25kcP_sdl5', 11: '30kcP_bluesil', 12: '45kcP_sdl5', 13: '55kcP_sdl5', 14: '60kcP_siltech', 15: '60kcP_bluesil', 16: '75kcP_sdl5', 17: '95kcP_sdl5', 18: '120kcP_sigma'}"
# Timestamp: 20260428_091336
"# Cell numbering: Row 1 = cells 1-6, Row 2 = cells 7-12, Row 3 = cells 13-18"
"# Completed cells: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]"
# Feedback Control: ENABLED
"# Feedback R2 Thresholds: Drag = 0.975, CV = 0.975, Slope = 0.975, Confidence = 0.8"
"# Confidence Weights: 2nd-Deriv(Drag/CV/Slope) = 0.2/0.2/0.2, R2(Drag/CV/Slope) = 0.2/0.2/0.2"
# WARNING: Experiment was terminated early - these are partial results

row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,CV,R2,Trend_Slope,Second_derivative,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
1,1,1kcP_bluesil,-65.500,45.0,5.02,16.780,0.372889,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,10.08,20.320,0.451556,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,15.04,22.020,0.489333,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,20.01,22.780,0.506222,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,25.07,23.130,0.514000,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,30.03,23.390,0.519778,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.500,45.0,35.09,23.560,0.523556,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.520,45.0,5.02,24.690,0.548667,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.520,45.0,10.08,24.720,0.549333,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.520,45.0,15.04,24.770,0.550444,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.540,45.0,5.02,25.450,0.565556,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.540,45.0,10.08,25.470,0.566000,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.540,45.0,15.04,25.480,0.566222,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.560,45.0,5.02,26.400,0.586667,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.560,45.0,10.08,26.290,0.584222,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.560,45.0,15.04,26.290,0.584222,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.580,45.0,5.02,26.880,0.597333,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.580,45.0,10.08,26.880,0.597333,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.580,45.0,15.04,26.880,0.597333,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.600,45.0,5.02,27.540,0.612000,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.600,45.0,10.08,27.540,0.612000,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.600,45.0,15.04,27.550,0.612222,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.620,45.0,5.02,28.100,0.624444,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.620,45.0,10.08,28.100,0.624444,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.620,45.0,15.04,28.100,0.624444,0.000000,0.000000,0.000000,0.000000,0.000000,False,insufficient_data
1,1,1kcP_bluesil,-65.640,45.0,5.02,28.760,0.639111,0.000000,0.999321,-0.682222,5.555556,0.000000,False,
1,1,1kcP_bluesil,-65.640,45.0,10.08,28.760,0.639111,0.000000,0.999321,-0.682222,5.555556,0.000000,False,
1,1,1kcP_bluesil,-65.640,45.0,15.04,28.750,0.638889,0.000000,0.999321,-0.682222,5.555556,0.000000,False,
1,1,1kcP_bluesil,-65.660,45.0,5.02,29.360,0.652444,0.873457,0.999321,-0.682222,-2.777778,0.200000,False,hit_r2_cv (R²=0.8735)
