# Dynamic Analysis - Mode: CUSTOM (PARTIAL RESULTS)
# Experiment Name: full_run_4
# Test RPMs (global fallback): [0.8]
"# Per-cell RPM overrides: {1: [40.0], 2: [43.0], 3: [9.0], 4: [5.5], 5: [4.2], 6: [3.5], 7: [2.1], 8: [0.8], 9: [1.7], 10: [0.8], 11: [0.6], 12: [0.8], 13: [1.4], 14: [0.5], 15: [0.4]}"
"# Per-cell sample labels: {1: '1b_', 2: '1s_1.154', 3: '5b_5.865', 4: '10sdl_9.146', 5: '10s_11.86', 6: '12.5b_14.57', 7: '20sdl_24.38', 8: '35sdl_63.13', 9: '30b_31.87', 10: '40sdl_62.63', 11: '50sdl_79.7', 12: '60b_69.08', 13: '60s_36.92', 14: '70sdl_94.26', 15: '100sig_124'}"
# Timestamp: 20260526_091820
"# Cell numbering: Row 1 = cells 1-6, Row 2 = cells 7-12, Row 3 = cells 13-18"
"# Completed cells: [1, 2, 3, 4, 5]"
# Feedback Control: ENABLED
"# Feedback R2 Thresholds: Drag = 0.975, CV = 0.975, Slope = 0.975, Confidence = 0.8"
"# Confidence Weights: 2nd-Deriv(Drag/CV/Slope) = 0.2/0.2/0.2, R2(Drag/CV/Slope) = 0.2/0.2/0.2"
# Low-torque liquid-contact hunt: skip Z-rows when first sample at elapsed >= 5.0s is < 25.00% (regular runs only); skipped rows use <25% and SKIPPED metrics
# WARNING: Experiment was terminated early - these are partial results
# Viscosity prediction mode: Newtonian
# Predicted Viscosity Results
"# Cell,Cell_Label,RPM,Viscosity_kCp,a,b,flow_index,n_points_used,fit_success"
"# 1,1b_,40.0,1.7101663046939508,0.7339769548042707,-0.6016658374158191,1.0,17,True"
"# 2,1s_1.154,43.0,1.7823627890327993,0.764962570400343,-0.611012447556034,1.0,16,True"
"# 3,5b_5.865,9.0,7.299368034517313,3.132775980479533,-0.6532212246273126,1.0,15,True"
"# 4,10sdl_9.146,5.5,12.920447466245934,5.545256423281517,-0.6041596565019934,1.0,14,True"
"# 5,10s_11.86,4.2,13.269120658901851,5.694901570344142,-0.5408250972861365,1.0,12,True"

row,cell,Cell_Label,Z_Height_mm,RPM,Elapsed_Time_s,Torque_%,Rotational_Drag,CV,R_2,Trend_Slope,Second_derivative,Second_derivative_drag,Second_derivative_cv,Second_derivative_slope,R_2_drag,R_2_cv,R_2_slope,Hit_2nd_Deriv_Drag,Hit_2nd_Deriv_CV,Hit_2nd_Deriv_Slope,Hit_R_2_Drag,Hit_R_2_CV,Hit_R_2_Slope,Samples_Collected_At_Z,Hit_Point_Confidence,Hit_Detected,Hit_Reasons
1,1,1b_,-65.740,40.0,5.01,27.930,0.698250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,1b_,-65.740,40.0,10.07,28.480,0.712000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,1b_,-65.740,40.0,15.03,28.710,0.717750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,1b_,-65.740,40.0,20.08,28.870,0.721750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,1b_,-65.740,40.0,25.04,29.020,0.725500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,5,0.000000,False,insufficient_data
1,1,1b_,-65.760,40.0,5.01,30.180,0.754500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.760,40.0,10.06,30.200,0.755000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.760,40.0,15.02,30.180,0.754500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.780,40.0,5.02,30.960,0.774000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.780,40.0,10.07,30.950,0.773750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.780,40.0,15.02,30.970,0.774250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.800,40.0,5.01,31.660,0.791500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.800,40.0,10.07,31.670,0.791750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.800,40.0,15.02,31.650,0.791250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.820,40.0,5.01,32.360,0.809000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.820,40.0,10.06,32.340,0.808500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.820,40.0,15.01,32.350,0.808750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.840,40.0,5.01,33.180,0.829500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.840,40.0,10.07,33.180,0.829500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.840,40.0,15.02,33.190,0.829750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.860,40.0,5.01,34.110,0.852750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.860,40.0,10.06,34.110,0.852750,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.860,40.0,15.02,34.100,0.852500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,insufficient_data
1,1,1b_,-65.880,40.0,5.01,35.010,0.875250,0.000000,0.995684,-1.081250,5.625000,5.625000,4.443768,0.000000,0.995684,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,1b_,-65.880,40.0,10.07,35.100,0.877500,0.000000,0.995684,-1.081250,5.625000,5.625000,4.443768,0.000000,0.995684,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,1b_,-65.880,40.0,15.03,35.100,0.877500,0.000000,0.995684,-1.081250,5.625000,5.625000,4.443768,0.000000,0.995684,0.000000,0.000000,False,False,False,False,False,False,3,0.000000,False,
1,1,1b_,-65.900,40.0,5.01,35.770,0.894250,0.029751,0.997958,-1.106250,-17.500000,-17.500000,-7.214623,-62.500000,0.997958,0.029751,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R^2=0.0298)
1,1,1b_,-65.900,40.0,10.07,35.790,0.894750,0.029751,0.997958,-1.106250,-17.500000,-17.500000,-7.214623,-62.500000,0.997958,0.029751,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R^2=0.0298)
1,1,1b_,-65.900,40.0,15.02,35.820,0.895500,0.029751,0.997958,-1.106250,-17.500000,-17.500000,-7.214623,-62.500000,0.997958,0.029751,0.000000,False,False,False,False,True,False,3,0.200000,False,hit_r2_cv (R^2=0.0298)
1,1,1b_,-65.920,40.0,5.01,36.770,0.919250,0.619826,0.997990,-1.110000,14.375000,14.375000,-1.738374,-9.375000,0.997990,0.619826,0.813901,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.6198); hit_r2_slope (R^2=0.8139)
1,1,1b_,-65.920,40.0,10.06,36.770,0.919250,0.619826,0.997990,-1.110000,14.375000,14.375000,-1.738374,-9.375000,0.997990,0.619826,0.813901,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.6198); hit_r2_slope (R^2=0.8139)
1,1,1b_,-65.920,40.0,15.01,36.770,0.919250,0.619826,0.997990,-1.110000,14.375000,14.375000,-1.738374,-9.375000,0.997990,0.619826,0.813901,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.6198); hit_r2_slope (R^2=0.8139)
1,1,1b_,-65.940,40.0,5.01,37.590,0.939750,0.003336,0.998177,-1.086250,-6.875000,-6.875000,-2.077202,59.375000,0.998177,0.003336,0.331102,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.0033); hit_r2_slope (R^2=0.3311)
1,1,1b_,-65.940,40.0,10.07,37.590,0.939750,0.003336,0.998177,-1.086250,-6.875000,-6.875000,-2.077202,59.375000,0.998177,0.003336,0.331102,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.0033); hit_r2_slope (R^2=0.3311)
1,1,1b_,-65.940,40.0,15.02,37.610,0.940250,0.003336,0.998177,-1.086250,-6.875000,-6.875000,-2.077202,59.375000,0.998177,0.003336,0.331102,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.0033); hit_r2_slope (R^2=0.3311)
1,1,1b_,-65.960,40.0,5.01,38.630,0.965750,0.912761,0.997063,-1.106250,11.250000,11.250000,3.570492,-50.000000,0.997063,0.912761,0.158308,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.9128); hit_r2_slope (R^2=0.1583)
1,1,1b_,-65.960,40.0,10.06,38.630,0.965750,0.912761,0.997063,-1.106250,11.250000,11.250000,3.570492,-50.000000,0.997063,0.912761,0.158308,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.9128); hit_r2_slope (R^2=0.1583)
1,1,1b_,-65.960,40.0,15.01,38.630,0.965750,0.912761,0.997063,-1.106250,11.250000,11.250000,3.570492,-50.000000,0.997063,0.912761,0.158308,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.9128); hit_r2_slope (R^2=0.1583)
1,1,1b_,-65.980,40.0,5.01,39.580,0.989500,0.449939,0.999195,-1.175000,-3.750000,-3.750000,3.567720,-171.875000,0.999195,0.449939,0.727559,False,False,False,False,True,True,3,0.400000,False,hit_r2_cv (R^2=0.4499); hit_r2_slope (R^2=0.7276)
